CMDLINE /Users/mpagani/Repos/venv/bin/python3 ../create_homogenised_curves.py ./../data/gis/contacts_between_models.shp /tmp/ghm /Users/mpagani/Repos//mosaic /Users/mpagani/Data/gem//global_grid/trigrd_split_9_spacing_13 ./../data/gis/world_country_admin_boundary_with_fips_codes_mosaic_eu_russia.shp PGA ./../data/gis/inland.shp
MEM 0.253906 1559134828.6481
MEM 15.195312 1559134828.7533
MEM 26.695312 1559134828.8540
MEM 38.972656 1559134828.9592
MEM 51.832031 1559134829.0607
MEM 66.277344 1559134829.1659
MEM 78.667969 1559134829.2698
MEM 83.824219 1559134829.3707
MEM 90.917969 1559134829.4738
MEM 103.507812 1559134829.5752
MEM 115.812500 1559134829.6799
MEM 135.746094 1559134829.7817
MEM 152.308594 1559134829.8852
MEM 177.968750 1559134829.9855
MEM 176.730469 1559134830.0875
MEM 182.136719 1559134830.1926
MEM 185.890625 1559134830.2970
MEM 188.394531 1559134830.3996
MEM 188.539062 1559134830.5038
MEM 188.585938 1559134830.6080
MEM 188.585938 1559134830.7094
MEM 188.710938 1559134830.8143
MEM 188.832031 1559134830.9144
MEM 188.980469 1559134831.0150
MEM 188.980469 1559134831.1194
MEM 188.980469 1559134831.2197
MEM 190.089844 1559134831.3248
MEM 190.964844 1559134831.4299
MEM 191.597656 1559134831.5304
MEM 191.757812 1559134831.6316
MEM 191.789062 1559134831.7346
MEM 191.816406 1559134831.8351
MEM 192.648438 1559134831.9402
MEM 193.957031 1559134832.0454
MEM 197.921875 1559134832.1457
MEM 198.835938 1559134832.2468
MEM 200.820312 1559134832.3486
MEM 202.492188 1559134832.4523
MEM 202.632812 1559134832.5531
MEM 202.632812 1559134832.6539
MEM 202.632812 1559134832.7590
MEM 202.632812 1559134832.8612
MEM 202.632812 1559134832.9663
MEM 202.632812 1559134833.0714
MEM 202.632812 1559134833.1765
MEM 202.632812 1559134833.2770
MEM 202.632812 1559134833.3804
MEM 202.632812 1559134833.4855
MEM 202.632812 1559134833.5886
MEM 202.632812 1559134833.6937
MEM 202.632812 1559134833.7988
MEM 202.632812 1559134833.9033
MEM 202.632812 1559134834.0057
MEM 202.632812 1559134834.1108
MEM 202.632812 1559134834.2159
MEM 202.632812 1559134834.3210
MEM 202.632812 1559134834.4257
MEM 202.632812 1559134834.5309
MEM 202.632812 1559134834.6317
MEM 202.632812 1559134834.7363
MEM 202.632812 1559134834.8400
MEM 202.632812 1559134834.9404
MEM 202.632812 1559134835.0455
MEM 202.632812 1559134835.1458
MEM 202.632812 1559134835.2470
MEM 202.632812 1559134835.3483
MEM 202.632812 1559134835.4496
MEM 202.632812 1559134835.5538
MEM 202.632812 1559134835.6547
MEM 202.632812 1559134835.7557
MEM 202.632812 1559134835.8562
MEM 202.632812 1559134835.9583
MEM 202.773438 1559134836.0592
MEM 206.449219 1559134836.1628
MEM 208.984375 1559134836.2650
MEM 210.843750 1559134836.3696
MEM 210.867188 1559134836.4731
MEM 210.898438 1559134836.5767
MEM 210.953125 1559134836.6808
MEM 210.953125 1559134836.7858
MEM 210.953125 1559134836.8901
MEM 210.953125 1559134836.9932
MEM 210.953125 1559134837.0946
MEM 212.605469 1559134837.1988
MEM 212.605469 1559134837.2990
MEM 212.656250 1559134837.4011
MEM 212.886719 1559134837.5016
MEM 212.886719 1559134837.6021
MEM 212.921875 1559134837.7032
MEM 212.925781 1559134837.8084
MEM 213.066406 1559134837.9093
MEM 213.210938 1559134838.0120
MEM 213.210938 1559134838.1126
MEM 213.210938 1559134838.2137
MEM 213.210938 1559134838.3149
MEM 213.210938 1559134838.4197
MEM 213.328125 1559134838.5199
MEM 213.328125 1559134838.6236
MEM 213.328125 1559134838.7258
MEM 213.328125 1559134838.8303
MEM 213.328125 1559134838.9316
MEM 213.328125 1559134839.0364
MEM 213.328125 1559134839.1414
MEM 213.328125 1559134839.2434
MEM 213.328125 1559134839.3459
MEM 213.328125 1559134839.4465
MEM 213.328125 1559134839.5470
MEM 213.359375 1559134839.6521
MEM 214.539062 1559134839.7532
MEM 214.539062 1559134839.8558
MEM 214.539062 1559134839.9610
MEM 214.566406 1559134840.0641
MEM 214.566406 1559134840.1650
MEM 214.566406 1559134840.2697
MEM 214.566406 1559134840.3749
MEM 214.566406 1559134840.4794
MEM 214.566406 1559134840.5830
MEM 214.597656 1559134840.6850
MEM 214.597656 1559134840.7891
MEM 214.855469 1559134840.8927
MEM 214.855469 1559134840.9940
MEM 214.855469 1559134841.0970
MEM 214.855469 1559134841.2016
MEM 214.855469 1559134841.3032
MEM 214.855469 1559134841.4058
MEM 214.855469 1559134841.5110
MEM 214.855469 1559134841.6139
MEM 214.855469 1559134841.7151
MEM 214.855469 1559134841.8172
MEM 214.871094 1559134841.9223
MEM 214.871094 1559134842.0259
MEM 214.871094 1559134842.1303
MEM 214.871094 1559134842.2316
MEM 214.871094 1559134842.3349
MEM 214.871094 1559134842.4367
MEM 214.871094 1559134842.5400
MEM 214.871094 1559134842.6451
MEM 214.871094 1559134842.7459
MEM 214.871094 1559134842.8495
MEM 214.871094 1559134842.9498
MEM 214.871094 1559134843.0542
MEM 214.871094 1559134843.1578
MEM 214.871094 1559134843.2630
MEM 214.871094 1559134843.3636
MEM 214.871094 1559134843.4649
MEM 214.871094 1559134843.5698
MEM 214.871094 1559134843.6699
MEM 214.871094 1559134843.7705
MEM 214.871094 1559134843.8749
MEM 214.871094 1559134843.9800
MEM 215.167969 1559134844.0804
MEM 215.167969 1559134844.1841
MEM 215.167969 1559134844.2875
MEM 215.167969 1559134844.3926
MEM 215.167969 1559134844.4936
MEM 215.167969 1559134844.5938
MEM 215.167969 1559134844.6969
MEM 215.167969 1559134844.7998
MEM 215.167969 1559134844.9033
MEM 215.167969 1559134845.0082
MEM 215.167969 1559134845.1117
MEM 215.167969 1559134845.2169
MEM 215.167969 1559134845.3200
MEM 215.167969 1559134845.4251
MEM 215.167969 1559134845.5260
MEM 215.167969 1559134845.6272
MEM 215.167969 1559134845.7313
MEM 215.167969 1559134845.8364
MEM 215.167969 1559134845.9385
MEM 215.167969 1559134846.0407
MEM 215.167969 1559134846.1458
MEM 215.167969 1559134846.2469
MEM 215.167969 1559134846.3481
MEM 215.167969 1559134846.4499
MEM 215.167969 1559134846.5550
MEM 215.167969 1559134846.6573
MEM 215.167969 1559134846.7624
MEM 215.167969 1559134846.8636
MEM 215.167969 1559134846.9660
MEM 215.167969 1559134847.0699
MEM 215.167969 1559134847.1706
MEM 215.167969 1559134847.2757
MEM 215.167969 1559134847.3783
MEM 215.167969 1559134847.4788
MEM 215.167969 1559134847.5813
MEM 215.167969 1559134847.6840
MEM 215.886719 1559134847.7850
MEM 215.886719 1559134847.8877
MEM 215.886719 1559134847.9928
MEM 215.886719 1559134848.0938
MEM 215.886719 1559134848.1970
MEM 215.886719 1559134848.2982
MEM 215.886719 1559134848.4001
MEM 215.886719 1559134848.5012
MEM 215.886719 1559134848.6060
MEM 215.886719 1559134848.7078
MEM 215.886719 1559134848.8117
MEM 215.886719 1559134848.9161
MEM 215.886719 1559134849.0199
MEM 215.886719 1559134849.1206
MEM 215.886719 1559134849.2258
MEM 215.886719 1559134849.3260
MEM 215.886719 1559134849.4302
MEM 215.886719 1559134849.5309
MEM 215.886719 1559134849.6316
MEM 215.886719 1559134849.7366
MEM 215.886719 1559134849.8373
MEM 215.886719 1559134849.9387
MEM 215.886719 1559134850.0438
MEM 215.886719 1559134850.1481
MEM 215.886719 1559134850.2515
MEM 215.886719 1559134850.3566
MEM 215.886719 1559134850.4617
MEM 215.886719 1559134850.5661
MEM 215.886719 1559134850.6687
MEM 215.886719 1559134850.7690
MEM 215.886719 1559134850.8742
MEM 215.886719 1559134850.9746
MEM 215.886719 1559134851.0786
MEM 215.886719 1559134851.1815
MEM 215.886719 1559134851.2836
MEM 215.886719 1559134851.3867
MEM 215.886719 1559134851.4918
MEM 215.886719 1559134851.5938
MEM 215.886719 1559134851.6989
MEM 215.886719 1559134851.8040
MEM 215.886719 1559134851.9072
MEM 215.886719 1559134852.0123
MEM 215.886719 1559134852.1136
MEM 215.886719 1559134852.2150
MEM 215.886719 1559134852.3173
MEM 215.886719 1559134852.4199
MEM 215.886719 1559134852.5206
MEM 215.886719 1559134852.6241
MEM 215.886719 1559134852.7245
MEM 215.886719 1559134852.8296
MEM 215.886719 1559134852.9302
MEM 215.886719 1559134853.0354
MEM 215.886719 1559134853.1405
MEM 215.886719 1559134853.2456
MEM 215.886719 1559134853.3496
MEM 215.886719 1559134853.4547
MEM 215.886719 1559134853.5599
MEM 215.886719 1559134853.6615
MEM 215.886719 1559134853.7659
MEM 215.886719 1559134853.8680
MEM 215.886719 1559134853.9721
MEM 215.886719 1559134854.0760
MEM 215.886719 1559134854.1763
MEM 215.886719 1559134854.2802
MEM 215.886719 1559134854.3815
MEM 215.886719 1559134854.4817
MEM 215.886719 1559134854.5861
MEM 215.886719 1559134854.6913
MEM 215.886719 1559134854.7918
MEM 215.886719 1559134854.8964
MEM 215.886719 1559134854.9982
MEM 215.886719 1559134855.0984
MEM 215.886719 1559134855.2034
MEM 215.886719 1559134855.3040
MEM 215.886719 1559134855.4061
MEM 215.886719 1559134855.5089
MEM 215.886719 1559134855.6113
MEM 215.886719 1559134855.7150
MEM 215.886719 1559134855.8191
MEM 215.886719 1559134855.9242
MEM 215.886719 1559134856.0294
MEM 215.886719 1559134856.1345
MEM 215.886719 1559134856.2395
MEM 215.886719 1559134856.3447
MEM 215.886719 1559134856.4474
MEM 215.886719 1559134856.5513
MEM 215.886719 1559134856.6547
MEM 215.886719 1559134856.7553
MEM 215.886719 1559134856.8564
MEM 215.886719 1559134856.9582
MEM 215.886719 1559134857.0602
MEM 215.886719 1559134857.1636
MEM 215.886719 1559134857.2660
MEM 215.886719 1559134857.3688
MEM 215.886719 1559134857.4701
MEM 215.886719 1559134857.5725
MEM 215.886719 1559134857.6776
MEM 215.886719 1559134857.7808
MEM 215.886719 1559134857.8819
MEM 217.203125 1559134857.9862
MEM 218.746094 1559134858.0867
MEM 218.746094 1559134858.1874
MEM 218.746094 1559134858.2913
MEM 218.746094 1559134858.3921
MEM 218.746094 1559134858.4941
MEM 218.746094 1559134858.5991
MEM 218.746094 1559134858.7022
MEM 218.746094 1559134858.8034
MEM 218.746094 1559134858.9040
MEM 218.746094 1559134859.0062
MEM 218.746094 1559134859.1066
MEM 218.746094 1559134859.2118
MEM 218.746094 1559134859.3123
MEM 218.746094 1559134859.4165
MEM 218.746094 1559134859.5212
MEM 218.746094 1559134859.6253
MEM 218.746094 1559134859.7262
MEM 218.746094 1559134859.8302
MEM 218.746094 1559134859.9342
MEM 218.746094 1559134860.0352
MEM 218.746094 1559134860.1372
MEM 218.746094 1559134860.2373
MEM 218.746094 1559134860.3424
MEM 218.746094 1559134860.4463
MEM 218.746094 1559134860.5500
MEM 218.746094 1559134860.6534
MEM 218.746094 1559134860.7540
MEM 218.746094 1559134860.8591
MEM 218.746094 1559134860.9622
MEM 218.746094 1559134861.0661
MEM 218.746094 1559134861.1699
MEM 218.746094 1559134861.2720
MEM 218.746094 1559134861.3755
MEM 218.746094 1559134861.4771
MEM 219.531250 1559134861.5775
MEM 219.531250 1559134861.6791
MEM 219.531250 1559134861.7828
MEM 219.531250 1559134861.8868
MEM 219.531250 1559134861.9874
MEM 219.531250 1559134862.0925
MEM 219.531250 1559134862.1955
MEM 219.531250 1559134862.2978
MEM 219.531250 1559134862.4029
MEM 219.531250 1559134862.5055
MEM 219.531250 1559134862.6100
MEM 239.988281 1559134862.7151
MEM 271.980469 1559134862.8202
MEM 303.242188 1559134862.9239
MEM 333.757812 1559134863.0242
MEM 364.777344 1559134863.1263
MEM 374.597656 1559134863.2298
MEM 405.757812 1559134863.3316
MEM 433.085938 1559134863.4361
MEM 463.992188 1559134863.5381
MEM 495.007812 1559134863.6432
MEM 525.277344 1559134863.7482
MEM 556.039062 1559134863.8513
MEM 596.968750 1559134863.9553
MEM 598.785156 1559134864.0604
MEM 600.089844 1559134864.1635
MEM 601.191406 1559134864.2648
MEM 601.191406 1559134864.3675
MEM 601.605469 1559134864.4702
MEM 606.800781 1559134864.5707
MEM 615.917969 1559134864.6742
MEM 621.843750 1559134864.7765
MEM 621.843750 1559134864.8802
MEM 621.843750 1559134864.9814
MEM 621.843750 1559134865.0863
MEM 621.843750 1559134865.1890
MEM 621.843750 1559134865.2932
MEM 621.843750 1559134865.3965
MEM 621.843750 1559134865.5004
MEM 621.843750 1559134865.6055
MEM 621.843750 1559134865.7091
MEM 621.843750 1559134865.8138
MEM 621.843750 1559134865.9182
MEM 621.843750 1559134866.0202
MEM 621.843750 1559134866.1221
MEM 621.843750 1559134866.2261
MEM 621.843750 1559134866.3273
MEM 621.843750 1559134866.4285
MEM 621.843750 1559134866.5299
MEM 621.843750 1559134866.6302
MEM 621.843750 1559134866.7315
MEM 621.843750 1559134866.8322
MEM 621.843750 1559134866.9347
MEM 621.843750 1559134867.0359
MEM 621.843750 1559134867.1368
MEM 621.843750 1559134867.2374
MEM 621.843750 1559134867.3397
MEM 621.843750 1559134867.4399
MEM 621.843750 1559134867.5424
MEM 621.843750 1559134867.6464
MEM 621.843750 1559134867.7476
MEM 621.843750 1559134867.8481
MEM 621.843750 1559134867.9522
MEM 621.843750 1559134868.0548
MEM 621.843750 1559134868.1599
MEM 621.843750 1559134868.2623
MEM 621.843750 1559134868.3636
MEM 621.843750 1559134868.4649
MEM 621.843750 1559134868.5654
MEM 621.843750 1559134868.6704
MEM 621.843750 1559134868.7713
MEM 621.843750 1559134868.8736
MEM 621.843750 1559134868.9755
MEM 621.843750 1559134869.0786
MEM 621.843750 1559134869.1807
MEM 621.843750 1559134869.2830
MEM 621.843750 1559134869.3865
MEM 621.843750 1559134869.4904
MEM 621.843750 1559134869.5945
MEM 621.843750 1559134869.6966
MEM 621.843750 1559134869.7977
MEM 621.843750 1559134869.8980
MEM 621.843750 1559134870.0002
MEM 621.843750 1559134870.1041
MEM 621.843750 1559134870.2065
MEM 621.843750 1559134870.3097
MEM 621.843750 1559134870.4144
MEM 621.843750 1559134870.5165
MEM 621.843750 1559134870.6204
MEM 621.843750 1559134870.7208
