eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
1013594,ISC,10652187,2007,1,13,12,12,48.27,0.57,21.0891,37.6098,6.4,3.693,140,10,,3.32,0.3
1013595,ISC,10652407,2007,1,14,9,9,23.48,1.22,23.4453,35.2696,13.85,8.26,35,11.4,9.22,3.04,0.3
1013596,EHB,14150041,2007,1,14,16,43,1.659999,,23.017,34.998,50,30,35,50,,3.73,0.3
1013597,EHB,14150101,2007,1,15,20,20,31.019999,,25.44,34.717,44,23,22,42.5,,4.14,0.3
1013598,EHB,14150182,2007,1,18,13,6,37.77,,30.642,37.886,24,19,17,10,,4.41,0.2
1013599,ISC,10652939,2007,1,18,19,48,14.23,0.17,31.2194,35.2741,3.232,2.102,42,51.1,4,3.87,0.3
1013600,EHB,14150192,2007,1,18,19,57,53.39,,31.198,35.296,28,17,23,25,,4.74,0.2
1013601,EHB,14150194,2007,1,18,22,25,20.699999,,22.574,34.733,20,13,14,17.7,2.5,4.94,0.2
1013602,ISC,10652965,2007,1,19,3,29,36.609999,0.95,25.5521,34.6128,11.48,7.889,148,28.4,8.9,2.76,0.3
1013603,EHB,14150204,2007,1,19,8,42,24.8,,22.608,34.704,47,29,37,40,,4.61,0.2
1013604,ISC,10653115,2007,1,20,14,50,46.77,0.27,25.4235,36.5875,6.112,3.741,138,153.9,3.59,3.32,0.3
1013605,ISC,10653214,2007,1,21,13,28,59.079999,0.49,22.0235,38.3878,3.815,3.053,3,8.3,3.85,3.32,0.3
1013606,ISC,10653494,2007,1,23,3,11,58.109999,0.21,20.6548,39.4087,2.405,1.97,22,10,,4.54,0.2
1013607,ISC,10653502,2007,1,23,4,13,25.449999,0.39,20.654,39.4485,2.658,2.222,176,2,3.15,3.87,0.2
1013608,ISC,10653540,2007,1,23,12,18,1.79,0.48,27.3244,35.781,4.507,3.26,140,20.7,4.98,3.45,0.3
1013609,EHB,14150396,2007,1,23,21,22,0.62,,28.827,38.085,21,18,14,25,,4.9,0
1013610,ISC,10653618,2007,1,24,4,29,28.12,0.19,25.2547,38.6661,2.768,2.308,145,35,,4.34,0.2
1013611,ISC,10653758,2007,1,25,12,26,49.32,0.59,28.7536,38.0893,3.656,3.069,148,1.9,4.98,3.32,0.3
1013612,EHB,14150439,2007,1,25,21,9,46.56,,23.244,34.993,24,15,24,30,,4.68,0.2
1013613,ISC,10653868,2007,1,26,10,44,54.679999,0.42,24.2157,39.7176,2.683,2.106,24,7.5,3.21,4.47,0.2
1013614,ISC,10654053,2007,1,28,8,6,43.649999,0.47,26.5211,34.2333,14.41,6.173,151,65.5,11.8,3.32,0.3
1013615,ISC,10654140,2007,1,29,7,4,19.589999,0.4,19.7892,40.0962,3.229,2.409,1,5.2,3.24,3.59,0.3
1013616,ISC,10654180,2007,1,29,16,12,39.859999,0.28,25.1512,36.9848,7.026,3.529,138,175,4.51,3.32,0.3
1013617,ISC,10654288,2007,1,30,21,37,47.74,0.39,21.7819,39.2966,3.414,3.097,164,6,3.7,3.04,0.3
1013618,ISC,10654391,2007,1,31,23,13,47.24,0.43,27.7806,36.9418,3.475,2.545,31,14.5,3.33,3.45,0.3
1013619,ISC,10846340,2007,2,1,16,45,38.78,0.73,22.4121,34.6407,11.08,6.199,143,41.2,10.3,3.32,0.3
1013620,EHB,14150617,2007,2,2,12,6,29.8,,20.67,39.442,22,17,23,13.5,,4.88,0.2
1013621,EHB,14150618,2007,2,2,13,9,7.29,,20.567,39.448,38,26,39,3.8,,4.74,0.2
1013622,ISC,10846413,2007,2,2,20,39,56.32,0.54,22.1078,38.2971,4.551,3.525,171,1.1,4.79,3.18,0.3
1013623,EHB,14150642,2007,2,3,13,43,22.1,,22.531,35.77,17,10,18,52,1.1,5.4,0
1013624,ISC,10846482,2007,2,3,14,56,35.619999,0.29,22.4203,35.6901,4.902,3.126,27,74.4,5.25,3.04,0.3
1013625,ISC,10846548,2007,2,4,16,20,50.689999,0.68,20.428,38.34,5.072,4.415,178,4.7,5.58,3.18,0.3
1013626,ISC,10846573,2007,2,4,23,59,44.32,0.57,25.3291,38.6831,3.104,2.747,13,7.3,4.55,3.32,0.3
1013627,ISC,10846654,2007,2,6,1,57,46.56,0.56,29.6687,35.9233,12.8,6.853,11,48.1,11.7,3.32,0.3
1013628,EHB,14150693,2007,2,6,1,58,15.029999,,29.647,35.773,30,20,16,15,,4.74,0.2
1013629,ISC,10846722,2007,2,7,4,28,20.359999,0.39,25.3864,34.4344,7.497,5.527,163,46.1,9.55,3.18,0.3
1013630,EHB,14150712,2007,2,7,5,25,14.64,,29.963,36.417,24,20,162,54.8,,4.14,0.2
1013631,ISC,10846741,2007,2,7,10,51,44.77,0.18,20.5342,42.0105,2.313,1.521,41,10,,3.18,0.3
1013632,EHB,14150722,2007,2,7,23,13,28.039999,,19.748,40.156,17,14,25,4.7,,3.73,0.3
1013633,ISC,10846804,2007,2,8,7,21,20.73,0.53,26.5876,35.394,4.362,2.8,170,14.8,4.04,4.01,0.3
1013634,ISC,10846975,2007,2,10,5,43,2.81,1.5,22.4956,34.7131,23.17,11.1,26,54,15.9,3.04,0.3
1013635,EHB,14150758,2007,2,10,9,12,55.32,,21.375,35.351,21,14,22,14.3,1.6,5.01,0.2
1013636,ISC,10846989,2007,2,10,9,17,59,1.28,21.3954,35.2928,19.59,8.3,18,48.3,9.5,4.88,0.2
1013637,ISC,10847026,2007,2,10,20,11,31.91,0.29,20.4847,41.7048,2.538,1.633,42,0.9,2.5,2.76,0.3
1013638,EHB,14150767,2007,2,11,6,21,55.99,,21.362,35.391,24,18,18,30,,4.94,0.2
1013639,ISC,10847066,2007,2,11,7,42,21.949999,2.64,21.2868,35.0673,35.92,11.13,24,45.6,14.7,3.59,0.3
1013640,ISC,10847107,2007,2,11,20,15,51.89,0.21,27.1075,36.61,5.016,3.234,24,144.2,3.18,3.87,0.3
1013641,EHB,14150791,2007,2,12,20,35,19.109999,,21.481,36.681,36,27,26,50,,3.87,0.3
1013642,ISC,10847275,2007,2,14,6,3,49.02,1.28,26.2418,34.2034,7.755,5.205,152,18.4,9.45,3.59,0.3
1013643,ISC,10847333,2007,2,14,23,7,39.92,0.5,22.7622,36.204,4.369,2.104,39,18.6,4.07,3.87,0.3
1013644,ISC,10847350,2007,2,15,2,16,18.579999,1.4,23.1157,35.0282,21.62,7.209,33,65,8.96,3.18,0.3
1013645,EHB,14150842,2007,2,15,3,15,52.25,,28.008,35.858,26,22,24,65,,3.87,0.3
1013646,ISC,10847409,2007,2,15,21,57,19.329999,0.5,25.9934,36.7021,10.47,7.75,6,161.7,7.52,2.35,0.3
1013647,ISC,10847510,2007,2,16,23,20,31.839999,0.27,27.4591,34.4628,4.518,2.766,29,52.9,8.14,3.18,0.3
1013648,ISC,10847609,2007,2,18,1,36,14.41,0.27,27.44,34.577,4.379,2.762,40,51.2,4.97,3.45,0.3
1013649,ISC,10847703,2007,2,19,6,23,12.38,0.34,22.536,39.9488,2.701,2.4,6,5.2,2.97,3.18,0.3
1013650,ISC,10847835,2007,2,20,18,7,10.789999,0.67,27.3777,36.0322,5.536,4.402,137,14.1,5.27,3.45,0.3
1013651,ISC,10847868,2007,2,21,1,41,0.79,0.31,22.3775,40.4859,2.147,2.049,41,1.7,2.64,3.04,0.3
1013652,EHB,14150963,2007,2,21,2,4,39.09,,22.339,40.509,18,14,29,1.6,,4.27,0.2
1013653,ISC,10847886,2007,2,21,5,44,27.899999,0.79,22.7203,34.9629,9.433,6.208,145,10,,3.45,0.3
1013654,EHB,14150993,2007,2,22,16,13,36.14,,27.116,36.598,31,21,22,134.2,,3.73,0.3
1013655,ISC,10848204,2007,2,24,1,16,6.089999,1.2,24.6399,35.0496,9.6,8.541,38,6.5,10.2,3.04,0.3
1013656,ISC,10848223,2007,2,24,6,5,48.719999,0.4,27.4597,34.5972,6.9,4.249,15,50.5,7.84,3.59,0.3
1013657,ISC,10848239,2007,2,24,9,1,58.429999,0.3,27.5016,34.6142,5.106,3.8,40,57.1,5.51,3.45,0.3
1013658,ISC,10848260,2007,2,24,14,46,59.21,0.31,22.3765,40.484,2.452,2.203,14,2.7,2.79,4.34,0.2
1013659,ISC,10848309,2007,2,25,1,48,41.96,0.59,27.5591,34.7495,12.13,6.075,19,54.1,8.34,3.45,0.3
1013660,EHB,14151106,2007,2,28,0,25,15.109999,,23.977,39.912,20,15,20,1.3,,4.34,0.2
1013661,ISC,10848611,2007,2,28,1,33,48.719999,0.39,23.8973,39.9311,3.547,2.552,3,9,3.16,3.18,0.3
1013662,ISC,10848617,2007,2,28,2,44,55.649999,0.99,25.9059,34.0717,8.2,4.171,37,16.5,7.23,4.81,0.2
1013663,ISC,10848623,2007,2,28,4,20,54.75,0.41,23.9461,39.9231,2.865,2.713,141,2.5,3.28,3.45,0.3
1013664,ISC,10848668,2007,2,28,17,23,15.369999,0.3,26.5414,35.5918,4.241,3.394,14,35,,3.18,0.3
1013665,ISC,10876567,2007,3,3,14,56,28.48,0.37,19.5599,40.0673,2.718,1.754,35,4.5,2.9,3.45,0.3
1013666,EHB,14151165,2007,3,3,21,18,25.129999,,26.956,36.636,50,39,164,137.3,,3.32,0.3
1013667,ISC,10876665,2007,3,4,16,14,32.71,0.32,25.3014,40.0071,2.38,1.654,27,4.5,2.72,4.14,0.2
1013668,ISC,10876725,2007,3,5,8,24,39.75,0.25,26.8925,36.5367,4.361,3.622,168,139.5,3.3,3.32,0.3
1013669,EHB,14151203,2007,3,5,22,30,20.53,,24.099,35.882,31,24,43,55,,3.59,0.3
1013670,ISC,10876790,2007,3,6,3,34,43.75,0.47,28.5497,37.0986,2.753,2.36,7,4.7,3.6,4.21,0.2
1013671,ISC,10876976,2007,3,8,3,52,26.609999,0.31,21.8896,36.001,4.33,3.521,39,53,4.95,3.59,0.3
1013672,ISC,10877137,2007,3,10,6,10,20.649999,1.46,21.0063,35.2144,16.25,9.803,28,38.1,14.2,3.73,0.3
1013673,ISC,10877148,2007,3,10,7,58,33.909999,0.25,23.202,36.0153,4.731,2.4,140,75.1,3.93,3.59,0.3
1013674,ISC,10877242,2007,3,10,23,47,42.89,0.25,21.9642,38.583,3.536,2.781,138,10,,3.45,0.3
1013675,ISC,10877273,2007,3,11,9,39,40.25,1.08,25.2598,34.9762,10.4,5.8,5,5.2,6.76,2.9,0.3
1013676,ISC,10877335,2007,3,11,21,22,2.49,0.91,24.0783,35.0291,9.491,8.181,2,11.4,6.24,3.18,0.3
1013677,EHB,14151328,2007,3,11,22,14,27.46,,20.448,41.712,24,19,46,5,,3.32,0.3
1013678,ISC,10877408,2007,3,12,16,51,8.269999,1.64,23.9373,34.4996,12.86,7.542,13,5.7,8.75,4.07,0.2
1013679,ISC,10877499,2007,3,13,12,15,23,2.44,27.5384,34.9951,9.677,6.857,17,10.1,16.5,3.18,0.3
1013680,ISC,10877544,2007,3,14,1,45,26.089999,0.31,25.7024,34.3934,6.587,3.5,135,46.8,5.4,3.59,0.3
1013681,ISC,10877655,2007,3,15,12,41,42.64,0.4,24.222,39.4735,2.696,2.564,27,9.7,3.53,3.32,0.3
1013682,ISC,10877671,2007,3,15,17,12,24.6,1.51,26.2356,34.944,11.84,5.888,9,8.4,11.4,3.32,0.3
1013683,ISC,10877898,2007,3,18,13,15,19.28,0.68,24.4779,34.8543,12.2,6.564,1,40.3,7.95,2.9,0.3
1013684,ISC,10877929,2007,3,19,0,0,59.45,0.24,23.6771,36.2094,5.133,2.61,145,74.9,4.05,3.04,0.3
1013685,ISC,10877996,2007,3,19,20,53,59.77,0.4,22.0934,38.3565,2.99,2.328,151,1.4,3.33,3.59,0.3
1013686,EHB,14151492,2007,3,20,16,54,42.609999,,22.745,38.699,34,26,44,6.5,,4.94,0.2
1013687,ISC,10878280,2007,3,23,4,51,52.6,0.87,24.1087,34.6245,8.846,8.186,140,10,,3.04,0.3
1013688,ISC,10878348,2007,3,23,23,9,53,0.4,22.0798,38.3694,3.68,2.777,170,4.2,3.69,3.18,0.3
1013689,ISC,10878390,2007,3,24,13,3,56.34,0.63,20.3709,38.3786,5.319,3.1,142,0.2,4.5,3.32,0.3
1013690,ISC,10878511,2007,3,25,8,1,9.49,0.4,22.018,38.3927,3.401,2.8,1,5,3.38,3.18,0.3
1013691,ISC-GEM,11704428,2007,3,25,13,57,59.429999,,20.453,38.396,3.1,2.7,43.7,15,3.3,5.74,0.1
1013692,ISC,10878551,2007,3,25,14,15,59.38,0.65,20.3845,38.3768,5.201,3.454,148,8.8,4.91,3.32,0.3
1013693,EHB,14151737,2007,3,25,14,54,20.539999,,20.303,38.342,52,37,40,10,,3.87,0.3
1013694,EHB,14151738,2007,3,25,15,16,35.52,,20.337,38.356,54,36,46,10,,4.47,0.2
1013695,ISC,10878569,2007,3,25,17,5,12.109999,0.84,20.3139,38.3697,7.636,3.625,150,2.7,5.1,3.04,0.3
1013696,ISC,10878574,2007,3,25,17,27,23.62,0.73,20.4598,38.3023,6.757,4.278,141,6.3,5.28,3.04,0.3
1013697,ISC,10878575,2007,3,25,17,30,56.329999,0.56,20.4329,38.3768,4.887,2.993,149,5.2,4.12,4.14,0.2
1013698,ISC,10878584,2007,3,25,18,56,14.789999,0.97,20.4492,38.3598,10.54,6.74,140,9.9,7.63,3.04,0.3
1013699,EHB,14151741,2007,3,25,18,57,21.379999,,20.331,38.306,33,22,16,10,,4.88,0.2
1013700,ISC,10878605,2007,3,25,21,58,46.1,0.81,20.3331,38.3423,6.001,3.8,141,6,5.5,2.76,0.3
1013701,EHB,14151745,2007,3,25,22,1,20.379999,,20.297,38.369,48,35,50,10,,3.59,0.3
1013702,ISC,10878613,2007,3,25,23,46,3.93,0.43,20.403,38.3023,5.302,3.621,140,10,,3.04,0.3
1013703,ISC,10878620,2007,3,26,1,10,59.78,0.59,26.6544,35.6081,3.993,3.054,163,12.4,4.91,2.9,0.3
1013704,EHB,14151748,2007,3,26,2,19,37.45,,20.351,38.273,35,24,20,25,,4.68,0.2
1013705,ISC,10878636,2007,3,26,4,13,42.439999,0.68,20.3433,38.3371,6.248,3.26,148,3.2,4.4,2.76,0.3
1013706,ISC,10878658,2007,3,26,6,57,36.71,0.38,20.3125,38.3709,4.405,2.779,142,10,,3.04,0.3
1013707,ISC,10878690,2007,3,26,10,58,46.92,0.34,26.656,36.7706,5.612,4.834,148,169.2,4.2,3.45,0.3
1013708,ISC,10878819,2007,3,27,5,13,28,0.46,20.442,38.3051,4.877,2.696,151,10,,3.04,0.3
1013709,ISC,10878944,2007,3,28,11,56,2.89,2.12,22.3989,35.5481,19.3,10.59,30,20.2,14.2,3.45,0.3
1013710,ISC,10878975,2007,3,28,18,5,32.609999,0.52,20.3494,38.3815,4.097,3.18,44,4.3,4.08,3.18,0.3
1013711,EHB,14151832,2007,3,29,18,19,8.269999,,21.285,35.239,57,39,45,25,,4.28,0.3
1013712,ISC,10879103,2007,3,29,22,59,59.619999,0.26,20.3294,38.3956,3.131,2.381,135,10,,3.32,0.3
1013713,EHB,14151851,2007,3,30,16,56,56.719999,,30.972,37.897,25,18,17,30,,4.94,0.2
1013714,ISC,10879176,2007,3,30,17,29,52.649999,0.56,30.9167,37.963,3.012,2.839,174,10.6,4.5,2.9,0.3
1013715,EHB,14151855,2007,3,30,19,23,57.689999,,30.957,37.94,22,17,12,13.5,,4.9,0
1013716,ISC,10879194,2007,3,30,20,10,43.659999,0.48,30.9066,37.9674,2.589,2.437,29,5.5,3.73,4.21,0.2
1013717,ISC,10879201,2007,3,30,20,49,26.809999,0.59,30.9244,37.9635,2.87,2.772,177,5.1,4.56,4.01,0.2
1013718,ISC,10879217,2007,3,30,23,43,38.2,0.95,30.9357,38.0082,4.641,4.253,161,0.4,7.8,3.04,0.3
1013719,ISC,10879226,2007,3,31,1,21,4.719999,0.22,30.8996,37.9864,2.892,2.693,18,10,,4.14,0.2
1013720,ISC,10879314,2007,3,31,20,56,34.369999,1.34,22.0756,35.9115,12.8,6.2,37,14.5,8.17,3.32,0.3
1013721,ISC,11213746,2007,4,3,0,49,17.469999,0.62,20.312,38.318,4.162,3.076,44,1.8,4.71,3.32,0.3
1013722,ISC,11213878,2007,4,3,7,53,9.179999,0.65,20.3368,38.2979,5.346,2.475,144,0.8,3.99,4.14,0.2
1013723,ISC,11214037,2007,4,3,17,3,30.039999,1.49,23.0796,34.6797,20.31,8.56,43,58.4,10.5,3.73,0.3
1013724,ISC,11214185,2007,4,4,1,16,31.76,0.62,20.3473,38.3564,4.8,2.901,150,3,3.97,3.32,0.3
1013725,ISC,11214195,2007,4,4,1,56,22.949999,0.46,20.4623,38.3429,5.155,2.956,153,10,,3.04,0.3
1013726,ISC,11214209,2007,4,4,2,55,16.42,0.18,20.4848,41.7313,2.417,1.4,136,10,,3.32,0.3
1013727,ISC,11214595,2007,4,5,2,9,52.35,0.63,20.3165,38.3731,4.646,3.201,135,9.7,4.98,3.59,0.3
1013728,ISC,11215055,2007,4,6,11,40,8.63,0.54,20.384,38.4181,4.417,2.824,145,3.4,3.9,2.9,0.3
1013729,ISC,11215173,2007,4,6,21,43,20.05,0.56,19.8164,37.7853,3.116,2.403,12,21.8,5.1,3.59,0.3
1013730,ISC,11215556,2007,4,7,11,10,56.799999,0.42,22.051,38.3987,3.492,2.885,146,0.4,4.12,3.45,0.3
1013731,ISC,11216011,2007,4,9,0,56,58.219999,0.44,21.786,38.303,3.448,3.248,33,9.6,3.87,5.28,0.2
1013732,ISC,11216191,2007,4,9,14,29,22.559999,0.61,28.3897,35.8899,3.074,2.33,29,14,4.52,3.73,0.3
1013733,EHB,14152269,2007,4,9,23,27,16.109999,,21.602,38.495,35,26,28,9,,4.54,0.2
1013734,ISC,11216316,2007,4,10,0,54,56.119999,0.68,21.6502,38.4837,4.559,3.589,153,2,4.72,3.18,0.3
1013735,EHB,14152273,2007,4,10,3,17,58.42,,21.614,38.571,22,14,10,20,,5,0
1013736,ISC,11216344,2007,4,10,3,27,38.95,0.39,21.6272,38.5217,4.036,2.801,43,4.5,3.63,3.32,0.3
1013737,ISC,11216348,2007,4,10,3,32,35.149999,0.38,21.6111,38.5188,3.918,2.662,138,8.6,3.35,3.32,0.3
1013738,ISC,11216366,2007,4,10,4,29,58.88,0.36,21.6128,38.5162,3.404,3.058,167,9.7,3.59,2.9,0.3
1013739,ISC,11216387,2007,4,10,6,3,39.81,0.34,21.6263,38.5644,3.068,2.445,147,2.7,3.22,3.45,0.3
1013740,ISC,11216391,2007,4,10,6,58,29.39,0.73,20.3553,38.2837,6.008,4.285,42,2.2,4.97,3.18,0.3
1013741,EHB,14152274,2007,4,10,7,13,6.69,,21.616,38.566,31,22,12,20,,5.28,0.2
1013742,ISC,11216398,2007,4,10,7,14,12.929999,0.4,21.5692,38.5664,3.899,3.562,7,14.5,3.44,4.14,0.3
1013743,EHB,14152275,2007,4,10,7,15,43.89,,21.587,38.539,38,28,10,20,,5.1,0
1013744,ISC,11216407,2007,4,10,7,22,28.289999,5.25,21.4087,38.6988,38.8,9.579,5,14.5,32.1,3.32,0.3
1013745,ISC,11216412,2007,4,10,7,33,7.99,0.37,21.6185,38.5374,3.505,2.897,168,8.9,3.92,2.9,0.3
1013746,ISC,11216418,2007,4,10,7,50,18.839999,0.47,21.5341,38.5594,4.451,4.041,177,8.8,4.62,3.04,0.3
1013747,EHB,14152277,2007,4,10,8,13,46.329999,,21.694,38.513,46,39,28,5.2,,3.59,0.3
1013748,ISC,11216439,2007,4,10,10,24,22.05,0.97,26.8361,34.3573,10.14,4.428,26,4,6.42,3.45,0.3
1013749,EHB,14152279,2007,4,10,10,41,2.56,,21.572,38.565,27,17,11,14.6,2.1,5.2,0
1013750,ISC,11216483,2007,4,10,13,51,1.36,0.36,21.6185,38.5369,2.877,2.175,140,4,3.09,3.59,0.3
1013751,ISC,11216517,2007,4,10,15,41,37.03,1.21,22.3864,35.5018,10.6,4.596,135,13.8,6.59,3.32,0.3
1013752,EHB,14152292,2007,4,10,21,39,21.519999,,30.933,37.956,24,18,15,25,,4.54,0.2
1013753,EHB,14152293,2007,4,10,22,0,37.659999,,30.955,37.905,21,15,19,27.9,2.4,5.1,0
1013754,ISC,11216607,2007,4,11,1,6,32.38,0.18,30.9162,37.9419,2.467,2.3,16,10,,3.18,0.3
1013755,ISC,11216682,2007,4,11,8,59,15,0.55,30.9703,37.9982,3.2,2.234,144,11.8,4.2,4.68,0.2
1013756,ISC,11216689,2007,4,11,9,58,0.61,0.59,30.9517,38.0086,3.106,2.384,44,4.7,4.69,3.45,0.3
1013757,ISC,11216695,2007,4,11,10,6,40.96,0.49,30.9555,37.9723,2.5,1.943,41,9.7,3.84,3.59,0.3
1013758,ISC,11216873,2007,4,12,0,23,14.699999,1.74,22.1974,35.5036,10.6,6.536,144,6.3,12.4,3.45,0.3
1013759,EHB,14152315,2007,4,12,3,38,7.2,,20.584,38.829,43,33,18,12,,4.34,0.2
1013760,ISC,11217031,2007,4,12,21,34,18.91,0.96,22.1481,35.2988,14.13,7.9,41,10,,2.9,0.3
1013761,ISC,11217032,2007,4,12,21,35,2.54,0.69,20.3449,38.4214,4.873,4.035,39,6.7,5.62,4.07,0.2
1013762,ISC,11217250,2007,4,13,21,6,10.23,0.4,20.5297,38.2356,4.15,2.795,34,13.8,3.04,2.9,0.3
1013763,EHB,14152380,2007,4,15,2,16,34.159999,,21.521,38.567,31,24,18,15,,4.41,0.2
1013764,ISC,11217770,2007,4,16,4,40,16.609999,0.5,21.1901,37.7481,4.195,3.059,34,11.5,3.57,3.32,0.3
1013765,EHB,14152408,2007,4,16,7,38,55.619999,,20.077,41.194,20,15,13,22,1.9,5.08,0.2
1013766,ISC,11217848,2007,4,16,13,8,44.539999,1.24,22.5879,35.6889,23.78,11.38,44,56,11.8,3.04,0.3
1013767,ISC,11217881,2007,4,16,16,18,42.99,0.38,20.4131,38.357,2.567,2.1,18,6.9,2.95,4.21,0.2
1013768,ISC,11217927,2007,4,16,21,42,12.89,0.41,22.1372,38.3248,2.82,2.343,29,0.1,3.48,3.32,0.3
1013769,ISC,11217966,2007,4,17,3,27,19.57,0.29,19.7376,40.9489,2,1.601,32,8.2,2.36,3.45,0.3
1013770,EHB,14152448,2007,4,19,10,15,47.78,,24.199,39.686,22,14,7,20,,4.81,0.2
1013771,ISC,11218338,2007,4,19,13,22,0.26,0.46,31.2353,38.5558,3.6,2.899,6,4.3,4.15,4.07,0.2
1013772,EHB,14152452,2007,4,19,13,34,7.089999,,26.54,35.433,44,29,13,40,,4.47,0.2
1013773,EHB,14152467,2007,4,20,2,3,27.269999,,25.438,34.516,72,41,24,20,,3.87,0.3
1013774,ISC,11218805,2007,4,20,22,34,12.48,0.31,20.0367,41.1639,2.414,1.626,41,7.6,2.5,3.04,0.3
1013775,ISC,11219020,2007,4,22,3,21,38.289999,0.55,20.3523,38.2833,4.106,3.048,141,3.5,3.92,2.9,0.3
1013776,ISC,11219091,2007,4,22,12,52,7.349999,0.18,29.9599,35.7816,3.506,2.044,42,43.6,4.29,3.73,0.3
1013777,ISC,11219264,2007,4,23,10,46,2.98,0.18,27.7929,35.1406,3.623,2.117,33,10,,3.59,0.3
1013778,ISC,11219414,2007,4,24,8,2,33.25,0.5,20.4028,38.3544,3.402,2.74,34,6.2,4,3.32,0.3
1013779,ISC,11219726,2007,4,25,19,12,48.42,0.51,20.3911,38.2284,3.987,3.128,36,5.4,4.3,2.63,0.3
1013780,ISC,11219949,2007,4,27,1,1,43.74,0.44,23.1554,35.145,8.326,4.537,150,69.3,6.01,3.18,0.3
1013781,EHB,14152664,2007,4,28,8,55,1.909999,,20.865,37.535,68,51,8,12.3,,3.87,0.3
1013782,ISC,11220187,2007,4,28,12,16,23.39,0.81,20.3553,38.0711,7.502,4.184,153,14.2,5.38,3.45,0.3
1013783,ISC,11220307,2007,4,29,2,36,42.39,0.49,21.1579,38.879,3.723,3.013,33,16.2,3.75,3.32,0.3
1013784,ISC,11220387,2007,4,29,15,29,48.929999,0.34,21.8524,38.3919,3.917,3.505,174,9.8,3.58,3.32,0.3
1013785,ISC,11408783,2007,5,1,0,27,12.88,0.53,21.147,37.267,3.676,2.748,39,0.2,3.92,3.18,0.3
1013786,ISC,11408803,2007,5,1,4,8,53.07,0.3,22.8997,39.8772,2.694,2.382,179,9.7,2.64,3.18,0.3
1013787,ISC,11408857,2007,5,1,17,18,48.259999,0.41,27.4652,35.8135,2.581,2.309,149,16.5,3.15,4.01,0.3
1013788,ISC,11408989,2007,5,3,1,42,26.01,0.52,25.0367,34.6654,4.8,3.431,40,12,4,3.18,0.3
1013789,EHB,14152779,2007,5,4,15,31,28.449999,,23.132,37.123,62,52,62,10.6,,3.73,0.3
1013790,EHB,14152838,2007,5,7,1,34,46.6,,21.111,37.617,34,20,13,39.6,2.6,4.94,0.2
1013791,ISC,11409425,2007,5,7,9,9,11.3,0.38,22.763,35.4167,6.322,3.686,140,61.7,4.8,3.73,0.3
1013792,ISC,11409476,2007,5,8,0,55,2.97,0.36,27.1655,36.5858,5.999,4.278,0,139.5,4.41,3.04,0.3
1013793,ISC,11409527,2007,5,8,15,33,44.939999,0.51,20.3835,38.3137,4.311,2.336,138,2.9,3.5,3.73,0.3
1013794,ISC,11409529,2007,5,8,16,17,35.35,0.21,23.3237,36.0358,3.86,2.205,138,66.6,4.3,3.73,0.3
1013795,ISC,11409570,2007,5,9,1,46,1.08,0.31,21.616,38.2647,2.805,2.22,21,11.1,2.56,3.32,0.3
1013796,ISC,11409620,2007,5,9,16,26,28.25,0.2,27.7377,35.3879,3.3,2.034,32,38.5,5.55,4.14,0.2
1013797,ISC,11409636,2007,5,9,20,35,55.32,1.72,24.0396,34.4383,15.01,6.189,11,18.4,7.12,3.18,0.3
1013798,EHB,14152925,2007,5,11,17,17,1.01,,20.456,37.491,59,49,17,10,,3.45,0.3
1013799,ISC,11410007,2007,5,13,15,16,20.149999,0.43,19.9578,40.1833,2.67,2.249,153,4.4,3.43,3.04,0.3
1013800,EHB,14152970,2007,5,13,18,57,18.879999,,24.156,34.435,51,46,59,10,,4.61,0.2
1013801,ISC,11410021,2007,5,13,21,6,48.119999,0.81,24.1546,34.542,11.25,8.066,22,10,,3.04,0.3
1013802,ISC,11410031,2007,5,14,0,23,1.95,0.88,24.1631,34.5599,12.06,7.784,35,10,,3.04,0.3
1013803,ISC,11410108,2007,5,15,2,49,34.89,1.48,23.0538,34.8597,13.6,6.884,26,10.5,8.58,3.45,0.3
1013804,ISC,11410124,2007,5,15,7,57,26.39,0.33,21.7394,39.096,2.905,2.429,179,8.2,3.18,3.32,0.3
1013805,ISC,11410266,2007,5,16,17,12,5.95,0.41,26.0237,33.9814,7.508,4.968,145,36.2,7.66,3.32,0.3
1013806,ISC,11410338,2007,5,17,11,10,37.1,0.71,27.6304,35.0771,4.626,3.506,17,29.1,6.02,3.45,0.3
1013807,EHB,14153060,2007,5,18,14,5,41.679999,,23.406,34.498,53,29,40,40,,4.01,0.3
1013808,ISC,11410543,2007,5,19,21,18,11.4,1.38,23.7297,34.289,14.68,9.957,137,45.7,14.1,3.04,0.3
1013809,ISC,11410546,2007,5,19,22,7,32.049999,1.17,26.7108,34.8978,8.129,5.715,18,25.7,11.3,3.04,0.3
1013810,ISC,11410558,2007,5,20,1,5,6.679999,0.66,19.6885,39.9355,5.289,3.064,8,1.6,5.49,3.18,0.3
1013811,ISC,11410607,2007,5,20,12,49,17.32,0.53,21.0752,37.8572,3.594,2.66,29,11.3,3.5,3.32,0.3
1013812,ISC,11410675,2007,5,21,7,30,49.81,0.48,27.3009,36.7904,3.43,3.346,9,2.3,4.02,3.59,0.3
