eventID,Agency,Identifier,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude
1004332,ISC,1295001,1983,1,17,14,31,56.28,2.23,19.9058,37.9707,8.002,8.2,90,3.8,13.7,3.45,0.3
1004333,ISC,1295031,1983,1,17,15,4,36.74,0.67,20.0549,38.1531,7.1,5.104,0,10,,3.59,0.3
1004334,ISC,1295035,1983,1,17,15,14,4.9,1.43,19.4408,38.2754,12.98,12.5,90,33,,5.41,0.2
1004335,ISC,1295041,1983,1,17,15,19,26.51,2.86,19.8692,37.9679,11.68,11.2,90,3.2,16.8,3.87,0.3
1004336,EHB,11266947,1983,1,17,15,53,57.799999,,20.433,38.139,41,32,32,34.9,3.7,5.25,0.3
1004337,ISC,1295066,1983,1,17,16,3,57.159999,0.69,19.9603,38.0608,5.4,6.6,90,10,,3.87,0.3
1004338,ISC,1295075,1983,1,17,16,22,23.57,1.65,19.9473,38.0719,4.7,3.338,0,1.3,10.9,4.28,0.3
1004339,EHB,11266948,1983,1,17,16,53,30.199999,,20.306,38.06,44,31,26,24.5,3.6,5.28,0.2
1004340,ISC,1295091,1983,1,17,17,8,27.679999,1.11,19.9832,37.992,4.8,3.562,0,9.7,7,4.01,0.3
1004341,ISC,1295093,1983,1,17,17,8,56.869999,1.13,19.851,37.9332,14.95,10.9,90,33,,4.14,0.3
1004342,ISC,1295097,1983,1,17,17,13,33.88,0.43,20.0703,37.9765,4,3.185,0,12,,3.59,0.3
1004343,ISC,1295103,1983,1,17,17,19,39.13,0.7,20.2883,38.2003,5.627,6.8,90,10,,4.14,0.3
1004344,ISC,1295111,1983,1,17,17,29,20.079999,1.22,19.8381,38.0368,10.26,10.5,90,10,,3.87,0.3
1004345,EHB,11266950,1983,1,17,17,54,2.04,,20.05,38.094,105,70,24,15,,4.81,0.2
1004346,ISC,1295130,1983,1,17,18,9,35.95,0.64,19.9325,37.9894,4.965,5.9,90,10,,4.14,0.3
1004347,ISC,1295136,1983,1,17,18,22,41.649999,2.19,20.0464,38.1022,5.729,7.2,90,10.1,15.3,4.01,0.3
1004348,ISC,1295144,1983,1,17,18,34,3.33,1.65,19.9741,38.1282,5.3,3.98,0,2.4,12.6,4.28,0.3
1004349,ISC,1295148,1983,1,17,18,44,18.239999,1.85,20.0057,38.05,6.567,6.3,90,0.5,12.1,4.01,0.3
1004350,ISC,1295158,1983,1,17,18,51,7.169999,0.78,20.0694,37.9816,4.5,3.389,0,23.2,7.3,4.42,0.3
1004351,ISC,1295163,1983,1,17,19,4,36.119999,2.05,19.7932,37.8395,5.133,5.6,90,9.2,14.6,4.14,0.3
1004352,ISC,1295183,1983,1,17,19,39,14.029999,1.3,19.8799,38.4207,9.699,10.8,90,10,,3.87,0.3
1004353,ISC,1295219,1983,1,17,23,19,13.429999,0.74,20.1581,38.042,5.513,6.6,90,10,,3.32,0.3
1004354,ISC,1295253,1983,1,18,1,31,52.59,0.57,20.0901,38.0775,5.5,4.164,0,10,,3.87,0.3
1004355,ISC,1295273,1983,1,18,1,47,9.14,2.39,20.0268,38.1058,10,7.593,0,0.8,18.1,3.45,0.3
1004356,ISC,1295295,1983,1,18,2,19,40.539999,2.1,20.1603,37.6383,20.5,12.73,0,21,,3.32,0.3
1004357,ISC,1295314,1983,1,18,3,58,27.129999,1.26,20.0476,38.2449,10.27,12.2,90,10,,3.87,0.3
1004358,ISC,1295329,1983,1,18,6,9,34.09,3.61,20.0781,38.0338,5.6,3.781,0,2.5,25.9,3.59,0.3
1004359,ISC,1295342,1983,1,18,7,52,42.96,0.59,20.2835,38.2537,3.6,2.694,0,24,5.3,4.81,0.2
1004360,ISC,1295356,1983,1,18,8,33,29.39,1.35,19.5303,38.518,14.7,8.481,0,10,,5.08,0.2
1004361,ISC,1295369,1983,1,18,9,31,6.549999,1.76,20.2136,38.048,4.607,5.7,90,9.7,12.8,4.28,0.3
1004362,ISC,1295408,1983,1,18,13,7,0.72,0.97,20.0213,38.0256,7.302,8.3,90,10,,4.01,0.3
1004363,ISC,1295418,1983,1,18,14,13,18.179999,1.44,19.886,37.8533,4.3,3.135,0,16.4,13.3,3.87,0.3
1004364,ISC,1295453,1983,1,18,18,19,10.74,1.34,20.0067,37.942,3.9,2.831,0,2.6,9.2,4.28,0.3
1004365,ISC,1295456,1983,1,18,19,4,2.209999,1.12,20.0436,37.9386,8.439,10.1,90,10,,3.32,0.3
1004366,ISC,1295463,1983,1,18,19,14,9.109999,0.88,20.0935,37.8872,3.378,3.9,90,27.4,7.6,4.42,0.3
1004367,ISC,1295472,1983,1,18,20,34,56.32,0.85,20.1511,38.0479,6.623,7.2,90,10,,4.42,0.3
1004368,ISC,1295486,1983,1,18,21,38,49.759999,0.99,20.1571,38.023,8.027,10.2,90,10,,4.01,0.3
1004369,ISC,1295490,1983,1,18,21,44,33.009999,0.62,19.8644,37.8537,5.9,4.643,0,13,,4.56,0.3
1004370,EHB,11266960,1983,1,18,22,34,40.429999,,20.118,38.038,69,53,26,2.5,,4.56,0.3
1004371,ISC-GEM,585170,1983,1,19,0,2,15.4,,20.268,38.164,4.2,3.6,19.1,15,3.6,5.78,0.1
1004372,EHB,11266963,1983,1,19,0,18,23.25,,20.235,38.085,77,51,27,32.8,7.8,4.83,0.3
1004373,ISC,1295548,1983,1,19,1,35,56.27,0.94,20.0638,38.2099,4.2,4.1,90,22.5,8.5,3.87,0.3
1004374,ISC,1295553,1983,1,19,2,25,24.179999,1.03,19.9471,38.1824,8.568,9.5,90,10,,3.73,0.3
1004375,ISC,1295559,1983,1,19,3,7,58.25,5.68,23.2176,38.8086,58.3,40.13,0,10,,4.01,0.3
1004376,ISC,1295565,1983,1,19,3,19,38.25,0.82,19.8585,37.8254,3.4,2.678,0,26.6,6.8,4.42,0.3
1004377,ISC,1295572,1983,1,19,4,4,37.74,0.6,20.1785,38.1436,6.3,4.9,0,10,,3.87,0.3
1004378,EHB,11266964,1983,1,19,5,41,51.369999,,19.987,37.796,41,27,17,26.7,5,5.21,0.2
1004379,ISC,1295596,1983,1,19,6,10,48.34,1.1,20.1455,38.3326,6.111,6.2,90,18.7,11.5,4.28,0.3
1004380,ISC,1295617,1983,1,19,8,8,36.99,0.69,20.1425,38.0974,7.1,5.336,0,10,,4.81,0.2
1004381,ISC,1295623,1983,1,19,8,25,29.289999,2.35,20.1248,38.1158,3.273,4.2,90,8.2,16.2,4.94,0.2
1004382,ISC,1295627,1983,1,19,9,4,36.119999,1.62,19.9549,38.0141,13.9,10.6,90,10,,4.14,0.3
1004383,ISC,1295643,1983,1,19,11,13,50.31,0.78,20.183,38.1384,6.4,7.2,90,10,,4.01,0.3
1004384,ISC,1295670,1983,1,19,13,24,57.56,0.58,20.1333,38.1316,5.5,3.854,0,40.5,8,4.28,0.3
1004385,ISC,1295683,1983,1,19,15,34,14.349999,1.05,20.4354,38.1042,6.854,5.2,90,13.2,4.1,4.14,0.3
1004386,ISC,1295695,1983,1,19,15,46,21.51,1.55,20.148,38.0121,4.452,5.2,90,7.7,10.7,4.01,0.3
1004387,ISC,1295725,1983,1,19,17,56,35.359999,2.11,19.7764,38.1442,15.47,15.8,90,10,,3.45,0.3
1004388,ISC,1295746,1983,1,19,22,13,52.75,0.62,20.2786,38.1325,3.8,2.777,0,19.2,6.2,4.01,0.3
1004389,ISC,1295754,1983,1,19,22,58,31.589999,1.06,19.9187,37.9084,8.8,6.359,0,10,,3.87,0.3
1004390,ISC,1295779,1983,1,20,5,10,34.35,1.56,20.1977,37.9085,11.53,10.6,90,10,,4.14,0.3
1004391,ISC,1295785,1983,1,20,6,18,44.02,0.79,20.1324,38.0694,3.039,3.3,90,16.6,6.9,4.41,0.2
1004392,ISC,1295789,1983,1,20,6,49,10.9,1,20.0891,38.0038,8.234,6.7,90,10,,4.14,0.3
1004393,ISC,1295806,1983,1,20,7,35,3.839999,1.85,20.0034,38.039,4.009,4.9,90,2.1,12.8,4.81,0.2
1004394,ISC,1295824,1983,1,20,9,51,2.35,1.47,19.8783,37.9731,4.982,5.2,90,6.8,10.3,3.87,0.3
1004395,ISC,1295831,1983,1,20,10,8,50.509999,0.76,20.2755,38.0225,6.381,4.8,90,10,,3.87,0.3
1004396,ISC,1295838,1983,1,20,11,15,57.899999,3.07,20.0111,37.9191,20.88,14.7,90,23.2,16.7,3.73,0.3
1004397,ISC,1295877,1983,1,20,15,53,55.38,2.12,19.872,37.8476,6.12,6.1,90,4.3,15,3.87,0.3
1004398,ISC,1295890,1983,1,20,17,22,23.42,2.39,24.7481,38.6788,2.506,2.7,90,8.8,19.1,4.7,0.3
1004399,ISC,1295899,1983,1,20,18,32,47.859999,0.53,20.2265,38.0988,4.297,4.5,90,1,,3.87,0.3
1004400,ISC,1295970,1983,1,21,5,49,10.13,0.54,23.058,39.2653,2.95,2.5,90,10,4.5,4.14,0.3
1004401,ISC,1295982,1983,1,21,7,9,42.95,2.2,20.1058,38.2186,11.1,8.147,0,4.2,17.8,4.01,0.3
1004402,ISC,1296005,1983,1,21,10,9,1.82,1.28,20.2331,38.0879,9.161,11.5,90,10,,4.28,0.3
1004403,ISC,1296021,1983,1,21,10,27,11.509999,2.07,20.0911,38.0978,9.121,10,90,10.3,12.4,4.01,0.3
1004404,ISC,1296100,1983,1,21,21,11,25.879999,0.63,19.8443,37.8886,4.5,5.2,90,44.9,8.2,4.28,0.3
1004405,ISC,1296119,1983,1,21,23,18,38.02,1.39,20.1202,37.8792,9.409,11.9,90,10,,4.7,0.3
1004406,ISC,1296140,1983,1,22,4,13,17.44,1.13,20.2485,38.1339,6.6,5.058,0,11.2,7.8,3.87,0.3
1004407,ISC,1296170,1983,1,22,7,27,15.419999,1,20.2977,38.1416,4.058,5,90,5.8,7,4.01,0.3
1004408,ISC,1296178,1983,1,22,8,24,54.149999,2.05,20.2974,38.1454,11.38,6.8,90,6.4,10.2,3.73,0.3
1004409,EHB,11266988,1983,1,22,12,54,8.4,,20.248,37.883,73,51,24,40.5,5.9,4.7,0.3
1004410,EHB,11266989,1983,1,22,16,1,42.969999,,20.217,38.017,86,57,21,36.6,6.2,4.56,0.3
1004411,ISC,1296253,1983,1,22,18,0,36.75,1.08,20.0223,37.846,9.4,6.925,0,10,,3.87,0.3
1004412,ISC,1296352,1983,1,23,9,38,30.929999,0.38,24.5533,35.1749,4.1,2.902,0,76.4,3.7,4.14,0.3
1004413,ISC,1296391,1983,1,23,15,46,39.07,1.91,20.1052,38.0934,9.712,6.2,90,3.3,8.6,4.14,0.3
1004414,ISC,1296412,1983,1,23,19,16,36.77,0.87,20.137,38.0532,6.008,7.2,90,10,,4.01,0.3
1004415,ISC,1296415,1983,1,23,19,30,31.079999,0.9,19.9468,37.849,5.046,6,90,18.7,6.9,3.59,0.3
1004416,ISC,1296438,1983,1,24,0,56,41.82,0.61,20.0864,37.8862,6.3,4.285,0,33,,4.14,0.3
1004417,ISC,1296561,1983,1,24,14,51,38.39,1.47,20.1489,38.0072,5.2,3.9,0,2.9,10.6,4.01,0.3
1004418,ISC,1296573,1983,1,24,15,25,18.379999,1.32,20.0899,38.0368,4.781,5.3,90,9.5,9.3,4.01,0.3
1004419,ISC,1296607,1983,1,24,18,4,49.13,1.21,20.1617,38.0497,3.37,4.3,90,13.6,8.7,3.73,0.3
1004420,ISC,1297070,1983,1,26,20,51,57.56,2.25,19.9613,37.7873,7.5,5.5,0,1.4,15.1,4.01,0.3
1004421,ISC,1297132,1983,1,27,4,50,51.56,0.46,27.4451,35.3106,3.9,2.309,0,50.2,4,4.7,0.3
1004422,ISC,1297144,1983,1,27,6,53,28.62,1.31,20.5707,38.0939,12.8,9.2,0,26.1,9.6,3.87,0.3
1004423,ISC,1297314,1983,1,28,9,12,27.769999,1.24,20.1822,38.1663,3.8,2.988,0,9.2,8.7,4.42,0.3
1004424,ISC,1297367,1983,1,28,16,55,56.07,0.87,19.7971,37.8465,8.3,5.543,0,10,,4.14,0.3
1004425,ISC,1297374,1983,1,28,17,43,0.76,0.55,20.4227,38.2207,3.5,2.325,0,25.2,5.3,4.14,0.3
1004426,ISC,1297379,1983,1,28,19,0,36.079999,0.8,19.9195,38.0718,5.786,6.9,90,10,,3.59,0.3
1004427,ISC,1297396,1983,1,28,23,0,56.619999,1.74,20.12,37.852,8.8,4.927,0,10.3,11,3.59,0.3
1004428,ISC,1297401,1983,1,28,23,6,47.179999,0.75,20.0916,37.8013,5.5,3.413,0,27.8,5.4,3.87,0.3
1004429,ISC,1297534,1983,1,29,15,59,56.369999,0.86,19.9457,37.782,6.291,5.9,90,37.9,8.7,3.73,0.3
1004430,ISC,1297639,1983,1,30,8,12,30.89,1.87,20.2182,37.881,14.92,11,90,10,,3.45,0.3
1004431,ISC,1297645,1983,1,30,8,46,58.88,0.85,20.216,38.1087,4.792,5.2,90,8.1,5,3.59,0.3
1004432,ISC,1297666,1983,1,30,11,46,6.519999,1.47,20.214,38.1242,5.8,4.059,0,8.4,10.8,3.87,0.3
1004433,ISC,1297669,1983,1,30,11,51,31.579999,0.53,26.2689,34.2118,4.5,3.018,0,51.6,5.1,4.28,0.3
1004434,EHB,11267047,1983,1,30,17,6,36.75,,21.935,38.141,62,48,21,5.8,6.6,4.61,0.2
1004435,ISC,1297716,1983,1,30,17,32,46.03,0.99,20.1742,38.111,3.36,3.2,90,6.1,6.3,3.59,0.3
1004436,ISC,1297729,1983,1,30,20,2,57.469999,0.59,20.2124,38.0848,4.361,5.1,90,10,,3.04,0.3
1004437,ISC,1297770,1983,1,31,1,6,19.8,0.44,20.1554,38.1608,3.224,4,90,10,,4.14,0.3
1004438,ISC,1297803,1983,1,31,6,17,0.97,1.61,20.0007,37.8311,13.2,10.42,0,0,,4.14,0.3
1004439,EHB,11267053,1983,1,31,15,27,2.93,,20.378,38.088,45,35,29,34.7,4.3,5.4,0
1004440,ISC,1288382,1983,2,1,13,7,29.55,1.1,20.0341,38.0973,3.8,2.904,0,2.3,8.2,4.28,0.3
1004441,ISC,1288394,1983,2,1,13,54,11.22,0.87,28.9369,40.2038,3.101,2.9,90,3.1,6.7,4.83,0.3
1004442,ISC,1288514,1983,2,2,6,16,36.439999,0.58,20.234,38.007,3.7,2.884,0,18,5.5,4.01,0.3
1004443,ISC,1288544,1983,2,2,12,43,12.73,0.35,20.2766,38.0825,3.6,2.716,0,10,,4.42,0.3
1004444,ISC,1288610,1983,2,3,1,16,40.35,1.59,20.4443,38.1974,12.06,13.9,90,10,,4.14,0.3
1004445,ISC,1288642,1983,2,3,5,5,30.75,1.23,20.1805,38.0508,5.1,5.5,90,4.2,7.7,3.87,0.3
1004446,ISC,1288688,1983,2,3,13,25,35.39,0.45,20.2052,38.0411,4.4,3.45,0,10,,4.14,0.3
1004447,ISC,1288759,1983,2,4,0,34,16.769999,0.49,20.1127,37.8457,4.4,3.269,0,45.8,5.3,4.56,0.3
1004448,ISC,1288764,1983,2,4,0,39,47.71,1.26,20.0565,37.7489,6.1,4.286,0,11.3,7.5,3.87,0.3
1004449,ISC,1288790,1983,2,4,4,42,11.349999,1.46,20.435,38.0544,14.4,8.512,0,0,,3.73,0.3
1004450,ISC,1288801,1983,2,4,5,51,34.42,1.37,22.2474,38.1632,3.7,2.807,0,6.8,9.6,4.56,0.3
1004451,ISC,1288875,1983,2,4,16,43,55.67,0.47,19.7851,41.7495,1.902,2.2,90,13.1,3.7,3.59,0.3
1004452,ISC,1288889,1983,2,4,18,22,41.869999,0.43,21.9244,37.8779,3.7,4,90,5,,3.73,0.3
1004453,ISC,1288978,1983,2,5,8,11,48.27,0.97,20.2734,38.1504,6.095,4.9,90,22.5,8.9,3.87,0.3
1004454,EHB,11267075,1983,2,5,14,7,31.23,,23.341,35.338,87,51,35,58,5.4,4.97,0.3
1004455,ISC,1289148,1983,2,6,8,29,25.05,1.52,20.1214,38.0793,4.07,4.4,90,12.5,11.2,3.87,0.3
1004456,ISC,1289190,1983,2,6,19,4,54.78,1.61,20.3431,38.2353,8.735,7.9,90,7.3,9.9,4.01,0.3
1004457,EHB,11267084,1983,2,6,23,35,35.579999,,23.216,35.825,100,62,38,36.3,7.5,4.56,0.3
1004458,ISC,1289253,1983,2,7,4,25,48.219999,0.74,20.1471,38.0923,6.052,6.1,90,10,,3.73,0.3
1004459,ISC,1289265,1983,2,7,7,22,40.64,0.95,20.1409,38.1266,6.844,8.2,90,10,,3.87,0.3
1004460,ISC,1289524,1983,2,8,19,59,22.12,0.41,22.4519,35.7627,3.8,2.588,0,92.3,3.8,4.42,0.3
1004461,ISC,1289671,1983,2,9,23,25,55.469999,1.94,20.0782,37.8914,9.099,7.8,90,8.7,8.1,3.45,0.3
1004462,ISC,1289679,1983,2,10,0,7,57.92,1.93,20.0913,37.784,8.9,6.71,0,3.2,11.4,3.32,0.3
1004463,EHB,11267108,1983,2,10,12,24,19.3,,22.973,35.271,76,39,25,53.1,4.8,4.83,0.3
1004464,ISC,1289739,1983,2,10,16,9,26.769999,0.7,22.4273,38.4501,2.483,2.5,90,6.4,5.2,3.32,0.3
1004465,ISC,1289741,1983,2,10,16,22,11.009999,0.8,20.6045,38.2172,9.624,9.1,90,10.2,9,3.87,0.3
1004466,ISC,1289809,1983,2,11,6,33,32.56,1.66,20.1687,37.8638,11.72,10.4,90,5,,3.59,0.3
1004467,ISC,1289819,1983,2,11,9,30,37.479999,2.22,20.2062,38.1886,13.43,8.7,90,5.5,8.7,4.14,0.3
1004468,ISC,1289827,1983,2,11,9,59,52.109999,1.38,20.1091,38.0111,4.168,4.5,90,8.5,8.9,3.87,0.3
1004469,ISC,1289878,1983,2,11,18,53,21.769999,0.55,20.1296,38.0975,4.431,5.1,90,10,,4.01,0.3
1004470,ISC,1289977,1983,2,12,14,17,3.629999,0.89,20.2594,38.1344,6.127,7.6,90,10,,4.14,0.3
1004471,ISC,1290014,1983,2,12,19,27,43.759999,0.43,27.5174,36.7819,3.244,3.8,90,37.5,5.3,4.42,0.3
1004472,ISC,1290115,1983,2,13,6,23,50.49,0.66,20.1812,38.0599,2.787,3.3,90,16.5,5.6,3.87,0.3
1004473,ISC,1290238,1983,2,14,1,26,30.989999,1.02,20.0997,38.0563,7.118,6.2,90,10,,3.59,0.3
1004474,ISC,1290277,1983,2,14,4,44,11.48,1.05,20.3159,38.1179,7.726,7.2,90,20.7,7,3.32,0.3
1004475,ISC,1290346,1983,2,14,16,7,2.77,1.21,20.1556,38.1476,4.152,4.5,90,10,8.2,4.01,0.3
1004476,ISC,1290372,1983,2,14,23,14,45.27,1.86,20.2126,38.0718,9.738,7.1,90,6,7.9,4.01,0.3
1004477,ISC,1290391,1983,2,15,2,21,45.719999,0.89,28.7053,39.0673,3.975,3.1,90,7.3,7,4.56,0.3
1004478,ISC,1290620,1983,2,16,16,50,46.799999,0.68,20.2108,37.8957,3.9,2.73,0,26.3,5.7,4.56,0.3
1004479,ISC,1290894,1983,2,18,8,42,26.3,1.75,23.6596,34.1749,18.1,7.438,0,10,,3.73,0.3
1004480,ISC,1290932,1983,2,18,16,36,2.459999,1.45,20.2047,37.9899,7.3,4.398,0,12.1,9.5,3.59,0.3
1004481,ISC,1291085,1983,2,19,15,55,11.3,1.12,21.4997,37.0989,5.8,4,0,19.8,8.9,4.68,0.2
1004482,EHB,11267162,1983,2,20,5,45,13.21,,21.299,37.712,65,43,18,23.2,6.5,4.68,0.2
1004483,ISC,1291186,1983,2,20,6,21,26.12,2.32,20.2343,38.0552,11.27,7.6,90,3.1,10,3.45,0.3
1004484,EHB,11267165,1983,2,20,12,42,29.55,,21.136,37.752,57,39,23,13.5,3.9,5.75,0.2
1004485,EHB,11267168,1983,2,21,0,13,10.029999,,20.144,37.819,44,32,18,29.2,5.5,5.29,0
1004486,ISC,1291314,1983,2,21,0,36,38.439999,0.8,20.0152,37.8155,3.373,4.1,90,26.8,7.4,4.28,0.3
1004487,ISC,1291335,1983,2,21,8,16,36.189999,2.81,20.2281,37.8335,14.2,8.277,0,11.7,15,3.73,0.3
1004488,ISC,1291376,1983,2,21,15,25,50.179999,1.65,20.0631,38.0336,5.986,5.3,90,1.7,10.2,3.73,0.3
1004489,ISC,1291522,1983,2,22,10,52,29.14,0.94,19.9553,37.8745,3,2.258,0,3.5,6.5,4.01,0.3
1004490,ISC,1291542,1983,2,22,13,30,16.87,0.89,19.9398,37.7979,5.476,6.7,90,10,,3.45,0.3
1004491,ISC,1291562,1983,2,22,16,33,9.849999,1.88,20.2581,38.0163,14.12,11.6,90,10,,3.04,0.3
1004492,ISC,1291601,1983,2,23,0,41,42.259999,0.72,20.0234,37.869,5.7,3.758,0,26.6,6.6,3.87,0.3
1004493,ISC,1291623,1983,2,23,6,12,34.579999,1.14,20.148,38.1038,2.6,3.4,90,15,8,4.27,0.2
1004494,ISC,1291679,1983,2,23,15,37,14.119999,0.44,22.2604,38.1266,4.5,3.115,0,9,,3.59,0.3
1004495,ISC,1291738,1983,2,24,0,43,50.28,1.25,24.4658,37.1834,5.5,4.1,0,19,11.2,4.56,0.3
1004496,ISC,1291808,1983,2,24,17,19,36.369999,1.29,21.052,37.7025,4.051,5,90,2.8,8.9,3.87,0.3
1004497,ISC,1291812,1983,2,24,17,41,36.31,0.58,22.2086,38.0849,5.982,5.5,90,10,,3.73,0.3
1004498,EHB,11267180,1983,2,24,17,58,13.759999,,22.252,36.684,70,44,23,52.7,4.7,4.41,0.2
1004499,ISC,1291971,1983,2,25,18,22,11.98,0.4,21.6384,42.0029,1.471,1.6,90,8.8,3.3,4.83,0.3
1004500,ISC,1292147,1983,2,26,20,28,6.429999,1.29,20.306,38.1126,5.8,4.2,0,4,9.3,3.59,0.3
1004501,ISC,1292194,1983,2,27,5,40,6.759999,1.57,20.7097,38.2183,9.6,7.228,0,4.1,17.7,3.45,0.3
1004502,ISC,1292218,1983,2,27,9,8,30.489999,2.25,20.4185,38.0301,13.07,12.4,90,12.7,9.4,3.59,0.3
1004503,ISC,1292291,1983,2,27,21,58,36.95,1.07,23.0023,35.6845,12.09,10.1,90,99.2,7.2,3.59,0.3
1004504,EHB,11267203,1983,2,28,16,4,14.82,,24.915,38.799,55,45,10,17.8,8.4,4.56,0.3
1004505,ISC,1292390,1983,2,28,17,28,44.39,0.31,27.7158,36.3035,3.4,2.7,0,106.9,3,4.42,0.3
1004506,ISC,1284026,1983,3,3,9,31,18.559999,0.27,19.7234,40.137,2.492,2.9,90,43,5.4,4.42,0.3
1004507,ISC,1284149,1983,3,4,10,4,13.9,1.16,20.3287,38.1588,5.2,3.719,0,11.7,8.1,4.14,0.3
1004508,ISC,1284186,1983,3,4,17,22,2.859999,1.26,20.5067,38.1789,8.23,10,90,10.6,8.9,3.87,0.3
1004509,ISC,1284210,1983,3,4,19,40,28.85,0.69,20.2505,37.9178,6.2,4.434,0,10,,4.14,0.3
1004510,ISC,1284346,1983,3,6,3,38,14.82,0.73,19.9872,37.7858,5.6,3.106,0,29.2,5.2,4.01,0.3
1004511,ISC,1284562,1983,3,8,3,5,32.64,0.68,20.072,37.7594,4.3,2.648,0,28.4,5.4,3.73,0.3
1004512,ISC,1284611,1983,3,8,15,31,22.039999,0.48,20.2515,39.7587,1.73,2.1,90,8.6,3.7,3.87,0.3
1004513,ISC,1284870,1983,3,10,17,40,56.28,3.17,22.3198,34.9049,27.7,18.21,0,83.9,15.3,3.59,0.3
1004514,ISC,1284944,1983,3,11,8,37,35.95,0.24,25.0475,38.9166,2.202,2.5,90,34.6,9.2,4.42,0.3
1004515,ISC,1285018,1983,3,11,22,55,50.21,0.16,24.8707,40.1612,1.674,1.9,90,9,,4.01,0.3
1004516,ISC,1285065,1983,3,12,4,10,56.789999,2.16,24.9028,40.2409,1.9,2.2,90,11.4,17.2,3.59,0.3
1004517,ISC,1285069,1983,3,12,4,17,5.49,0.59,24.8535,40.1599,1.773,2,90,27.2,6.3,4.14,0.3
1004518,ISC,1285236,1983,3,13,9,8,19.03,1.86,26.4098,34.2063,17.5,11.26,0,71.5,15.4,4.01,0.3
1004519,ISC,1285306,1983,3,13,21,30,28.719999,3.31,24.5603,34.076,37.2,8.9,0,80,,3.73,0.3
1004520,ISC,1285369,1983,3,14,13,4,51.89,1.4,20.0361,37.9639,3.926,4.9,90,12,9.7,3.87,0.3
1004521,ISC,1285412,1983,3,14,21,41,28.739999,1.78,20.1547,38.093,7,5.013,0,1.2,13.5,3.59,0.3
1004522,ISC,1285502,1983,3,15,15,40,49.909999,0.41,21.4857,37.9464,3.154,3.9,90,53.4,5.3,3.59,0.3
1004523,ISC,1285556,1983,3,15,21,20,17.699999,0.72,21.0901,37.7872,4.1,3.193,0,16.8,6,4.01,0.3
1004524,ISC,1285572,1983,3,15,23,30,44.49,1.1,20.9728,37.704,7.991,7.5,90,10,,2.9,0.3
1004525,ISC,1285580,1983,3,16,0,5,58,0.87,21.0655,37.7205,6.557,6.7,90,10,,3.32,0.3
1004526,ISC,1285605,1983,3,16,3,21,8.419999,2.4,25.0068,38.854,2.7,3,90,3.9,19.1,4.28,0.3
1004527,EHB,11267309,1983,3,16,21,19,43.35,,20.929,38.803,52,37,20,42.6,4,4.97,0.3
1004528,ISC,1285777,1983,3,17,5,38,3.149999,0.37,21.6347,38.2616,4.287,4.1,90,55.4,5.6,3.87,0.3
1004529,ISC,1285848,1983,3,17,20,18,32.42,1.2,21.2907,37.7737,10.39,11.2,90,50.4,12.6,3.59,0.3
1004530,ISC,1285885,1983,3,18,0,45,40.52,0.81,20.2193,38.1825,4.2,3.066,0,20.4,7.4,4.68,0.2
1004531,ISC,1285889,1983,3,18,0,59,17.629999,1.72,20.336,38.1596,8.311,6.8,90,8.4,10.8,3.59,0.3
1004532,ISC,1285895,1983,3,18,1,24,9.57,1.5,20.1759,38.148,4.9,3.673,0,1.2,11.5,4.01,0.3
1004533,ISC,1285932,1983,3,18,9,52,26.78,1.5,20.1185,38.1704,6.62,6.1,90,0.7,10.7,4.14,0.3
1004534,ISC,1285989,1983,3,18,18,25,34.42,0.36,19.8047,41.4544,2.204,2.2,90,31.4,4,3.87,0.3
1004535,ISC,1286027,1983,3,19,0,16,56.579999,0.48,20.1916,38.0717,4.8,3.118,0,10,,3.59,0.3
1004536,ISC,1286119,1983,3,19,14,47,46.179999,0.83,19.9359,37.8557,7.1,5.1,0,10,,3.32,0.3
1004537,ISC,1286137,1983,3,19,18,25,13.96,1.11,19.8917,37.8652,5.6,4.247,0,0.6,6.2,3.73,0.3
1004538,ISC-GEM,580990,1983,3,19,21,41,44.429999,,25.363,35.12,4.6,3.6,12.5,63.9,5,5.62,0.1
1004539,ISC,1286270,1983,3,20,17,8,34.32,0.78,23.1893,35.2229,7,4.534,0,70.1,5.6,4.14,0.3
1004540,ISC,1286502,1983,3,22,5,12,52.25,1.06,20.1517,38.1986,3.4,2.287,0,3.7,7.7,4.42,0.3
1004541,ISC,1286549,1983,3,22,11,19,56.13,0.69,29.2394,37.0135,5.949,7.3,90,10,,4.28,0.3
1004542,ISC,1286641,1983,3,23,5,30,21.309999,1.33,20.3914,38.1349,10.56,7.1,90,10,,4.01,0.3
1004543,ISC,1286643,1983,3,23,5,44,52.609999,1.22,20.2157,38.0662,8.9,8.3,90,10,,4.42,0.3
1004544,ISC,1286648,1983,3,23,6,2,37.74,1.89,20.1238,38.085,12.77,14.8,90,10,,4.42,0.3
1004545,ISC,1286691,1983,3,23,10,40,14.539999,1.48,20.2225,38.0477,10.58,9.1,90,10,,3.87,0.3
1004546,EHB,11267352,1983,3,23,19,4,3.64,,20.877,38.742,61,42,19,36.8,4.3,5.21,0.2
1004547,ISC,1286792,1983,3,23,20,48,55.649999,0.31,20.8578,38.8148,2.641,3.2,90,50,5.7,4.28,0.3
